2	december	december	80	88
2	december 1999	december 1999	80	93
2	european	european	37	45
2	friday	friday	70	76
2	friday 17 december 1999	friday 17 december 1999	70	93
3	materialise	materialise	72	83
4	part-session	part-session	92	104
5	european	european	217	225
9	sri lanka	sri lanka	113	122
10	european	european	104	112
10	kumar ponnambalam	kumar ponnambalam	65	82
10	mr kumar ponnambalam	mr kumar ponnambalam	62	82
10	sri lanka	sri lanka	48	57
11	sri lanka	sri lanka	166	175
11	sri lankan	sri lankan	75	85
12	evans	evans	8	13
12	mr evans	mr evans	5	13
13	evans	evans	38	43
13	mr evans	mr evans	35	43
15	143	143	36	39
16	thursday	thursday	54	62
17	6	6	125	126
17	multiannual	multiannual	20	31
17	thursday	thursday	79	87
20	thursday	thursday	173	181
21	thursday	thursday	83	91
22	america	america	159	166
22	european	european	72	80
22	hicks	hicks	267	272
22	mr hicks	mr hicks	264	272
22	part-session	part-session	52	64
22	texas	texas	150	155
22	thursday	thursday	137	145
23	bush	bush	442	446
23	european	european	224	232
23	french	french	20	26
23	mr bush	mr bush	439	446
23	mr zimeray	mr zimeray	35	45
23	texas	texas	432	437
23	zimeray	zimeray	38	45
25	mr segni	mr segni	11	19
28	alexander nikitin	alexander nikitin	18	35
29	russia	russia	88	94
31	alexander nikitin	alexander nikitin	205	222
31	part-session	part-session	116	128
31	plenary part-session	plenary part-session	108	128
32	european	european	37	45
32	russia	russia	285	291
33	mrs	mrs	5	8
33	mrs schroedter	mrs schroedter	5	19
33	schroedter	schroedter	9	19
34	part-session	part-session	125	137
36	dutch	dutch	86	91
36	finnish	finnish	27	34
36	portuguese	portuguese	52	62
37	dutch	dutch	60	65
38	agenda	agenda	65	71
38	mrs	mrs	0	3
38	mrs plooij-van gorsel	mrs plooij-van gorsel	0	21
38	plooij-van gorsel	plooij-van gorsel	4	21
38	quaestors	quaestors	80	89
38	wednesday	wednesday	102	111
42	1998	1998	64	68
43	brussels	brussels	48	56
43	strasbourg	strasbourg	85	95
48	lynne	lynne	4	9
48	mrs	mrs	0	3
48	mrs lynne	mrs lynne	0	9
49	quaestors	quaestors	48	57
50	de palacio	de palacio	109	119
50	díez gonzález	díez gonzález	21	34
50	mrs	mrs	17	20
50	mrs de palacio	mrs de palacio	105	119
50	mrs díez gonzález	mrs díez gonzález	17	34
50	spanish	spanish	141	148
51	agenda	agenda	53	59
51	part-session	part-session	117	129
53	18	18	164	166
53	18 november	18 november	164	175
53	abc	abc	147	150
53	de palacio	de palacio	50	60
53	mrs	mrs	46	49
53	mrs de palacio	mrs de palacio	46	60
53	november	november	167	175
54	berenguer	berenguer	3	12
54	berenguer fuster	berenguer fuster	3	19
57	indonesia	indonesia	189	198
60	eu	eu	23	25
64	eu	eu	14	16
65	thursday	thursday	106	114
66	agenda	agenda	0	6
67	110	110	165	168
67	13	13	137	139
67	13 january	13 january	137	147
67	agenda	agenda	68	74
67	january	january	140	147
68	monday	monday	45	51
68	tuesday	tuesday	56	63
69	wednesday	wednesday	12	21
70	european	european	26	34
70	socialists	socialists	35	45
71	barón crespo	barón crespo	16	28
71	mr barón crespo	mr barón crespo	13	28
73	european	european	161	169
73	prodi	prodi	41	46
73	september	september	247	256
73	socialists	socialists	170	180
75	july	july	198	202
75	prodi	prodi	115	120
75	september	september	217	226
77	15	15	61	63
77	15 september	15 september	61	73
77	september	september	64	73
80	de palacio	de palacio	59	69
81	february	february	407	415
81	internet	internet	526	534
83	european	european	53	61
83	prodi	prodi	116	121
83	socialists	socialists	62	72
83	wednesday	wednesday	170	179
85	pse	pse	19	22
86	agenda	agenda	192	198
88	barón crespo	barón crespo	135	147
88	mr barón crespo	mr barón crespo	132	147
88	prodi	prodi	59	64
89	september	september	67	76
92	european	european	67	75
92	socialists	socialists	76	86
94	wednesday	wednesday	24	33
95	agenda	agenda	63	69
95	ppe	ppe	4	7
95	ppe-de	ppe-de	4	10
97	socialists	socialists	58	68
98	agenda	agenda	101	107
99	ppe	ppe	59	62
99	ppe-de	ppe-de	59	65
101	agenda	agenda	59	65
102	mr poettering	mr poettering	11	24
102	poettering	poettering	14	24
103	mr wurtz	mr wurtz	18	26
103	wurtz	wurtz	21	26
104	european	european	139	147
104	mr poettering	mr poettering	51	64
104	poettering	poettering	54	64
104	socialists	socialists	148	158
106	eldr	eldr	82	86
106	ppe	ppe	74	77
106	tobin	tobin	218	223
108	seattle	seattle	363	370
109	agenda	agenda	127	133
109	ppe	ppe	32	35
109	ppe-de	ppe-de	32	38
110	164	164	39	42
110	166	166	54	57
110	7	7	76	77
111	mr poettering	mr poettering	39	52
111	poettering	poettering	42	52
122	barón crespo	barón crespo	106	118
122	mr barón crespo	mr barón crespo	103	118
125	cox	cox	38	41
125	hänsch	hänsch	24	30
125	mr cox	mr cox	35	41
125	mr hänsch	mr hänsch	21	30
131	cox	cox	3	6
131	hänsch	hänsch	11	17
131	mr cox	mr cox	0	6
131	mr hänsch	mr hänsch	8	17
135	1998	1998	395	399
135	1998/0106	1998/0106	395	404
135	a5-0105	a5-0105	29	36
135	c5-0208	c5-0208	380	387
135	european	european	197	205
135	harmonisation	harmonisation	246	259
135	koch	koch	49	53
135	mr koch	mr koch	46	53
136	commissioner	commissioner	0	12
136	harmonising	harmonising	132	143
137	35	35	102	104
137	96	96	99	101
137	ec	ec	105	107
137	organise	organise	175	183
138	european	european	313	321
138	transhipped	transhipped	119	130
139	european	european	219	227
142	european	european	131	139
147	austrian	austrian	6	14
148	europe	europe	109	115
149	eu	eu	111	113
152	european	european	58	66
155	europe	europe	182	188
156	commissioner	commissioner	61	73
156	europe	europe	266	272
157	koch	koch	56	60
157	mr koch	mr koch	53	60
158	harmonising	harmonising	33	44
160	brittany	brittany	222	230
160	erika	erika	212	217
160	eu	eu	161	163
160	london	london	83	89
160	norway	norway	118	124
160	paddington	paddington	58	68
161	rapporteur	rapporteur	4	14
162	european	european	188	196
166	rapporteur	rapporteur	41	51
167	harmonisation	harmonisation	31	44
169	adr	adr	256	259
171	belgium	belgium	87	94
171	netherlands	netherlands	100	111
172	europe	europe	22	28
173	50	50	112	114
173	belgium	belgium	61	68
173	finland	finland	70	77
173	japan	japan	91	96
175	1 january	1 january	159	168
175	january	january	161	168
178	9002	9002	46	50
178	certificates	certificates	51	63
178	iso	iso	42	45
181	1 july 2001	1 july 2001	181	192
181	european	european	86	94
181	july	july	183	187
181	july 2001	july 2001	183	192
183	acquis	acquis	193	199
183	acquis communautaire	acquis communautaire	193	213
183	prioritise	prioritise	55	65
185	europe	europe	52	58
187	35	35	74	76
187	95	95	71	73
187	ec	ec	77	79
187	organisation	organisation	156	168
188	certificates	certificates	220	232
188	examinations	examinations	103	115
190	rapporteur	rapporteur	37	47
191	commissioner	commissioner	14	26
191	koch	koch	67	71
191	mr koch	mr koch	64	71
193	commissioner	commissioner	34	46
194	19	19	95	97
194	1998	1998	104	108
195	harmonisation	harmonisation	118	131
198	austria	austria	157	164
198	germany	germany	139	146
198	italy	italy	148	153
198	sweden	sweden	74	80
200	harmonisation	harmonisation	125	138
201	mr rack	mr rack	66	73
202	austria	austria	130	137
204	koch	koch	70	74
204	mr koch	mr koch	67	74
204	rapporteur	rapporteur	55	65
206	harmonises	harmonises	94	104
208	simpson	simpson	6	13
210	austria	austria	158	165
210	messrs	messrs	94	100
210	messrs rack	messrs rack	94	105
210	swoboda	swoboda	110	117
215	erika	erika	91	96
217	erika	erika	35	40
218	koch	koch	96	100
218	mr koch	mr koch	93	100
218	rapporteur	rapporteur	81	91
220	12	12	37	39
220	p.m	p.m	40	43
222	158	158	338	341
222	1999/0083	1999/0083	359	368
222	55	55	211	213
222	94	94	208	210
222	a5-0104	a5-0104	29	36
222	approximation	approximation	224	237
222	c5-0004	c5-0004	344	351
222	ec	ec	214	216
222	european	european	147	155
222	koch	koch	49	53
222	mr koch	mr koch	46	53
223	1 january	1 january	203	212
223	1 january 1997	1 january 1997	203	217
223	approximation	approximation	71	84
223	cen	cen	407	410
223	commissioner	commissioner	14	26
223	european	european	424	432
223	january	january	205	212
223	standardisation	standardisation	379	394
224	cen	cen	14	17
227	55	55	62	64
227	94	94	59	61
227	ec	ec	65	67
228	cen	cen	154	157
228	european	european	11	19
229	agenda	agenda	42	48
229	harmonisation	harmonisation	88	101
234	june	june	138	142
234	june 1999	june 1999	138	147
235	comitology	comitology	185	195
236	comitology	comitology	103	113
239	20	20	199	201
240	european	european	44	52
241	1 january	1 january	88	97
241	1 january 1997	1 january 1997	88	102
241	january	january	90	97
242	realise	realise	5	12
244	part-session	part-session	49	61
244	plenary part-session	plenary part-session	41	61
246	eu	eu	273	275
248	koch	koch	50	54
248	mr koch	mr koch	47	54
250	20	20	41	43
250	lapland	lapland	140	147
250	mediterranean	mediterranean	95	108
251	eu	eu	25	27
251	lapland	lapland	31	38
252	40	40	58	60
255	chairmanship	chairmanship	148	160
257	europe	europe	51	57
260	cen	cen	238	241
260	koch	koch	19	23
260	mr koch	mr koch	16	23
260	rapporteur	rapporteur	4	14
264	emphasising	emphasising	24	35
265	eu	eu	68	70
268	koch	koch	81	85
268	mr koch	mr koch	78	85
268	rapporteur	rapporteur	66	76
269	prerequisites	prerequisites	33	46
271	ari vatanen	ari vatanen	144	155
271	mr ari vatanen	mr ari vatanen	141	155
271	vatanen	vatanen	148	155
272	prerequisites	prerequisites	18	31
273	european	european	111	119
277	koch	koch	48	52
277	mr koch	mr koch	45	52
278	cen	cen	73	76
278	koch	koch	14	18
278	mr koch	mr koch	11	18
279	eu	eu	210	212
279	harmonisation	harmonisation	141	154
279	organisations	organisations	179	192
280	european	european	79	87
282	cen	cen	168	171
282	commissioner	commissioner	7	19
283	koch	koch	57	61
283	mr koch	mr koch	54	61
283	october	october	163	170
284	cen	cen	63	66
284	european	european	23	31
284	harmonisation	harmonisation	181	194
284	standardisation	standardisation	46	61
285	europe	europe	155	161
286	20	20	67	69
286	40	40	97	99
286	mr vatanen	mr vatanen	14	24
286	vatanen	vatanen	17	24
287	characterisations	characterisations	302	319
287	european	european	175	183
288	cen	cen	82	85
288	swoboda	swoboda	39	46
289	cen	cen	144	147
290	koch	koch	102	106
290	mr koch	mr koch	99	106
290	rapporteur	rapporteur	87	97
293	12	12	37	39
293	p.m	p.m	40	43
295	1999/2127	1999/2127	338	347
295	2000-2006	2000-2006	297	306
295	2006	2006	302	306
295	344	344	317	320
295	a5-0108	a5-0108	29	36
295	c5-0122	c5-0122	323	330
295	mrs	mrs	46	49
295	mrs schroedter	mrs schroedter	46	60
295	schroedter	schroedter	50	60
296	european	european	80	88
296	wales	wales	231	236
297	wales	wales	16	21
298	european	european	67	75
298	wales	wales	42	47
299	wales	wales	32	37
303	wales	wales	67	72
305	additionality	additionality	61	74
306	uk	uk	97	99
308	uk	uk	31	33
311	wales	wales	81	86
313	rapporteur	rapporteur	68	78
314	decentralisation	decentralisation	71	87
315	internet	internet	239	247
320	flautre	flautre	165	172
320	mrs	mrs	46	49
320	mrs flautre	mrs flautre	161	172
320	mrs schroedter	mrs schroedter	46	60
320	schroedter	schroedter	50	60
326	flautre	flautre	19	26
326	mrs	mrs	15	18
326	mrs flautre	mrs flautre	15	26
327	european	european	111	119
328	2000-2006	2000-2006	201	210
328	2006	2006	206	210
329	european	european	136	144
331	commissioner	commissioner	14	26
337	european	european	90	98
